cluster_lat,cluster_lon,gap_poor,geometry,builtup_area,nightlights_intensity,road_density,healthcare_access
-17.0935306549072,35.2531394958496,16.549711644649506,POINT (35.2531394958496 -17.0935306549072),3.7539770625231226,0.3736877,83.5,1.4424052
-17.0656795501709,35.1667900085449,14.7855783700943,POINT (35.1667900085449 -17.0656795501709),51.89230769230769,0.411656,83.5,2.068308
-17.0281391143799,35.2416610717773,12.760279297828674,POINT (35.2416610717773 -17.0281391143799),147.28423076923076,0.408638,61.0,2.2256114
-17.005220413208,35.0824699401855,26.924219608306895,POINT (35.0824699401855 -17.005220413208),46.378846153846155,0.58620024,0.0,3.2753396
-16.9645309448242,35.2086181640625,16.837666392326362,POINT (35.2086181640625 -16.9645309448242),255.68692307692308,0.41766986,131.0,3.322957
-16.9263305664063,35.2435417175293,6.3591416776180285,POINT (35.2435417175293 -16.9263305664063),751.7173076923077,0.8527856,75.0,3.6769614
-16.9190807342529,35.2430992126465,7.750969839096076,POINT (35.2430992126465 -16.9190807342529),762.9384905660378,0.88622487,75.0,3.7853105
-16.9097499847412,35.1698608398438,1.7293819636106518,POINT (35.1698608398438 -16.9097499847412),109.32188679245283,0.5158438,32.75,4.5033703
-16.8932704925537,35.2608795166016,15.671162790618842,POINT (35.2608795166016 -16.8932704925537),299.51807692307693,0.60770136,71.0,4.051751
-16.8182201385498,35.2997207641602,25.32069382071494,POINT (35.2997207641602 -16.8182201385498),193.28566037735848,0.38801163,130.5,4.9195013
-16.7593994140625,35.2683181762695,23.140317916870117,POINT (35.2683181762695 -16.7593994140625),208.00829562594268,0.43666717,92.75,6.396548
-16.7237205505371,34.9400787353516,40.012460470199585,POINT (34.9400787353516 -16.7237205505371),16.513207547169813,0.49611005,0.0,10.088847
-16.6961193084717,35.2191696166992,21.136475384235375,POINT (35.2191696166992 -16.6961193084717),92.41620421753608,0.37859723,100.0,8.99525
-16.6381206512451,35.1444702148438,29.032290756702423,POINT (35.1444702148438 -16.6381206512451),120.61461538461539,0.43712506,103.5,12.547119
-16.5989608764648,35.0083694458008,21.836696982383724,POINT (35.0083694458008 -16.5989608764648),10.80656108597285,0.3782524,91.0,15.733231
-16.5753192901611,34.9445114135742,11.88585770130157,POINT (34.9445114135742 -16.5753192901611),117.55012948575657,0.36996242,59.0,17.059906
-16.5737991333008,35.1119003295898,33.51875683665276,POINT (35.1119003295898 -16.5737991333008),684.29,0.9302662,116.5,16.257933
-16.5703792572021,35.120288848877,5.361099839210504,POINT (35.120288848877 -16.5703792572021),615.0267924528301,0.91470855,116.5,16.290724
-16.5239696502686,34.8384590148926,22.873675376176827,POINT (34.8384590148926 -16.5239696502686),64.76131221719457,0.3926025,0.0,18.857698
-16.465669631958,35.1529006958008,19.019692808389667,POINT (35.1529006958008 -16.465669631958),21.919615384615383,0.38595346,0.0,21.632204
-16.4430809020996,35.1818008422852,8.526654034852987,POINT (35.1818008422852 -16.4430809020996),203.7226923076923,0.47272924,0.0,22.31536
-16.4332103729248,34.7425918579102,17.05919472128153,POINT (34.7425918579102 -16.4332103729248),36.64517345399698,0.3792616,0.0,21.617487
-16.4057903289795,34.9237289428711,20.44233328104019,POINT (34.9237289428711 -16.4057903289795),205.22775263951735,0.4132571,67.25,26.64544
-16.4015293121338,34.7656517028809,12.91645388305187,POINT (34.7656517028809 -16.4015293121338),168.15076923076924,0.36849126,0.0,23.952131
-16.3838901519775,35.1765785217285,27.264530539512638,POINT (35.1765785217285 -16.3838901519775),101.09577677224736,0.6333836,0.0,25.895761
-16.3770008087158,35.2643394470215,24.75513662397862,POINT (35.2643394470215 -16.3770008087158),96.58615384615385,0.5723971,0.0,23.758173
-16.3714694976807,35.1387786865234,13.815760940313343,POINT (35.1387786865234 -16.3714694976807),149.045,0.42298058,0.0,27.442602
-16.3654403686523,35.1124382019043,10.127110838890074,POINT (35.1124382019043 -16.3654403686523),106.29110105580693,0.47857517,0.0,28.351334
-16.3498001098633,34.719539642334,28.03260147571565,POINT (34.719539642334 -16.3498001098633),59.603846153846156,0.3630403,39.0,25.218073
-16.3275699615479,34.8806915283203,10.792457714676862,POINT (34.8806915283203 -16.3275699615479),244.74307692307693,0.44998989,121.0,30.64036
-16.3095092773438,35.0664710998535,17.198994938284162,POINT (35.0664710998535 -16.3095092773438),126.8276923076923,0.45074344,24.0,32.217712
-16.3051204681396,35.218620300293,8.928796652704477,POINT (35.218620300293 -16.3051204681396),262.78582202111613,0.42127666,0.0,29.440191
-16.2856903076172,34.8779106140137,8.340072032064205,POINT (34.8779106140137 -16.2856903076172),469.15,1.4667937,126.0,32.97263
-16.2331504821777,35.1204109191895,16.616143584251407,POINT (35.1204109191895 -16.2331504821777),250.84576923076924,0.57916266,0.0,35.956783
-16.2134799957275,35.2244911193848,17.980900454334908,POINT (35.2244911193848 -16.2134799957275),170.49283559577677,0.40228313,0.0,34.42468
-16.1995601654053,35.0732307434082,5.736823081970218,POINT (35.0732307434082 -16.1995601654053),318.55346153846153,0.8522069,55.0,38.488194
-16.1988506317139,35.0076293945313,17.315664827823646,POINT (35.0076293945313 -16.1988506317139),214.10256410256412,0.50342184,70.0,38.863605
-16.1979999542236,34.7387084960938,23.31180125474928,POINT (34.7387084960938 -16.1979999542236),141.8604826546003,0.3731656,265.0,33.41551
-16.1975402832031,34.9277992248535,3.7914050705730906,POINT (34.9277992248535 -16.1975402832031),28.556538461538462,0.45871046,98.5,38.453068
-16.1900100708008,35.1304512023926,9.185547158122066,POINT (35.1304512023926 -16.1900100708008),272.8554716981132,0.5188592,0.0,38.127903
-16.1700496673584,34.9558486938477,22.849562942981713,POINT (34.9558486938477 -16.1700496673584),130.56884615384615,0.4120555,78.0,40.147404
-16.1686592102051,35.2082481384277,13.144666373729699,POINT (35.2082481384277 -16.1686592102051),163.66185719570848,0.39557582,68.0,37.37253
-16.1536102294922,35.3490409851074,20.357249766588208,POINT (35.3490409851074 -16.1536102294922),198.70807692307693,0.44464707,95.0,32.393757
-16.1516990661621,35.2084007263184,8.493794441223148,POINT (35.2084007263184 -16.1516990661621),148.79461538461538,0.41198036,68.0,38.219707
-16.1249599456787,34.6363410949707,20.73660669475794,POINT (34.6363410949707 -16.1249599456787),151.28808446455506,0.3766767,120.0,31.441908
-16.1244106292725,35.6102485656738,8.95630341768265,POINT (35.6102485656738 -16.1244106292725),284.3834615384615,0.43044484,91.0,18.22264
-16.1218395233154,35.5467109680176,17.99326383322478,POINT (35.5467109680176 -16.1218395233154),368.1480769230769,0.5188211,0.0,22.314695
-16.1109199523926,35.2119293212891,11.458847343921663,POINT (35.2119293212891 -16.1109199523926),179.40730769230768,0.46498126,136.0,40.10006
-16.1072902679443,34.8353881835938,9.325827360153196,POINT (34.8353881835938 -16.1072902679443),201.42533936651583,0.42049283,80.0,40.75292
-16.1066493988037,35.3063011169434,25.267634630203254,POINT (35.3063011169434 -16.1066493988037),229.42,0.43573123,190.0,36.570183
-16.0872497558594,34.999340057373,13.849041774868965,POINT (34.999340057373 -16.0872497558594),138.51168929110105,0.47666344,59.0,44.32971
-16.0823001861572,35.4645004272461,13.161236464977264,POINT (35.4645004272461 -16.0823001861572),326.6715384615385,0.4200665,212.5,28.9887
-16.081880569458,35.491828918457,17.326769113540646,POINT (35.491828918457 -16.081880569458),398.09426847662144,0.41400018,137.0,27.276068
-16.0814800262451,35.7173309326172,21.68709718436003,POINT (35.7173309326172 -16.0814800262451),631.8938461538462,0.87313735,187.5,13.049646
-16.0764293670654,34.5844993591309,24.64992445707321,POINT (34.5844993591309 -16.0764293670654),169.74132730015083,0.3854584,42.25,30.00284
-16.0681095123291,34.8623199462891,10.28547544777393,POINT (34.8623199462891 -16.0681095123291),210.7006033182504,0.48295483,157.5,43.016155
-16.066930770874,35.0717010498047,6.930673837661744,POINT (35.0717010498047 -16.066930770874),203.11846153846153,0.4813255,93.75,45.017006
-16.0667095184326,35.1309394836426,8.223342418670656,POINT (35.1309394836426 -16.0667095184326),494.76153846153846,0.937556,132.5,44.177807
-16.0586109161377,34.7759017944336,21.65549148619175,POINT (34.7759017944336 -16.0586109161377),359.1926923076923,0.6481891,292.0,40.455273
-16.0486507415771,35.224910736084,9.865531045943492,POINT (35.224910736084 -16.0486507415771),334.7819230769231,0.5626178,173.0,42.383423
-16.0242290496826,35.0012397766113,7.67237272113561,POINT (35.0012397766113 -16.0242290496826),236.33220211161387,0.47556335,55.0,46.82948
-16.0202407836914,35.4409790039063,18.8929386138916,POINT (35.4409790039063 -16.0202407836914),383.9330769230769,0.5634045,317.0,32.577507
-16.0200099945068,35.0729713439941,3.0995674729347202,POINT (35.0729713439941 -16.0200099945068),128.99923076923076,0.5135759,134.5,46.819386
-16.0185794830322,35.2029418945313,10.75168979167938,POINT (35.2029418945313 -16.0185794830322),331.0629713423831,0.5084042,86.5,44.22976
-16.0107307434082,34.5091705322266,26.86745885014533,POINT (34.5091705322266 -16.0107307434082),154.895,0.5807414,9.25,26.640186
-16.0093193054199,34.7843818664551,17.71215975284576,POINT (34.7843818664551 -16.0093193054199),250.52941176470588,0.543056,184.5,42.297466
-16.0041103363037,35.441520690918,11.42775750160217,POINT (35.441520690918 -16.0041103363037),428.56,0.62357736,317.0,33.086594
-16.0023002624512,35.6729011535645,3.0509411096572876,POINT (35.6729011535645 -16.0023002624512),185.47115384615384,0.53388065,84.75,17.813671
-15.9952898025513,35.2813186645508,10.250223428010946,POINT (35.2813186645508 -15.9952898025513),413.7442307692308,0.5870562,384.0,42.006775
-15.9923696517944,35.297679901123,9.829620718956,POINT (35.297679901123 -15.9923696517944),534.285,0.7271771,384.0,41.398037
-15.9910898208618,34.9021682739258,13.358269244432451,POINT (34.9021682739258 -15.9910898208618),90.25603318250377,0.6270809,103.25,46.537834
-15.9888601303101,35.4467010498047,1.9111832380294804,POINT (35.4467010498047 -15.9888601303101),420.1223076923077,0.5969293,317.0,33.18304
-15.9763097763062,35.3274383544922,25.944606006145474,POINT (35.3274383544922 -15.9763097763062),360.1873076923077,0.5399503,349.5,40.397068
-15.9725704193115,35.3785285949707,11.091112256050119,POINT (35.3785285949707 -15.9725704193115),289.4003921568627,0.5125613,384.0,37.76545
-15.966420173645,35.7845191955566,4.453835606575012,POINT (35.7845191955566 -15.966420173645),233.63499245852188,0.3834342,198.0,11.955846
-15.9594202041626,35.423038482666,12.064159408211705,POINT (35.423038482666 -15.9594202041626),212.5126923076923,0.5572415,322.5,35.42078
-15.956130027771,35.2426109313965,11.381294161081312,POINT (35.2426109313965 -15.956130027771),232.92,0.4520149,157.5,44.805225
-15.9514398574829,35.0065002441406,9.5869913995266,POINT (35.0065002441406 -15.9514398574829),247.70384615384614,0.46574384,118.5,49.039146
-15.9509897232056,35.1758804321289,9.610308721661568,POINT (35.1758804321289 -15.9509897232056),336.3891402714932,0.52791095,8.5,47.127857
-15.9506101608276,34.8200492858887,14.710149049758925,POINT (34.8200492858887 -15.9506101608276),4.296538461538462,0.45194286,115.0,45.083336
-15.9377498626709,35.4617614746094,9.993823230266575,POINT (35.4617614746094 -15.9377498626709),263.3626923076923,0.40723753,205.0,33.492565
-15.9335899353027,35.2047309875488,11.925259977579122,POINT (35.2047309875488 -15.9335899353027),388.2628205128205,0.53346395,147.0,46.671844
-15.9121704101563,35.0517616271973,4.610075521469115,POINT (35.0517616271973 -15.9121704101563),236.36423076923077,1.0389491,182.5,49.929157
-15.9113101959229,35.3177795410156,15.577072501182556,POINT (35.3177795410156 -15.9113101959229),180.2403846153846,0.44339514,375.0,42.484943
-15.9067001342773,34.9767189025879,4.387165397405628,POINT (34.9767189025879 -15.9067001342773),276.0896153846154,0.6647442,201.25,49.740536
-15.9035501480103,35.3258209228516,12.377013683319094,POINT (35.3258209228516 -15.9035501480103),197.42923076923077,0.4536858,375.0,42.196926
-15.9022302627563,35.4151000976563,16.056296825408932,POINT (35.4151000976563 -15.9022302627563),247.4234539969834,0.38851336,296.0,37.15419
-15.8966798782349,35.1106605529785,1.7838118392974156,POINT (35.1106605529785 -15.8966798782349),346.60423076923075,0.65925264,58.0,49.660755
-15.8907403945923,34.9377784729004,8.175340656191112,POINT (34.9377784729004 -15.8907403945923),370.6165384615385,0.6945568,220.0,49.410187
-15.8887996673584,35.2820510864258,1.108132302761075,POINT (35.2820510864258 -15.8887996673584),265.86346153846154,0.45370078,411.0,44.579952
-15.8833303451538,35.2650184631348,11.204830586910246,POINT (35.2650184631348 -15.8833303451538),254.36423076923077,0.4698256,352.5,45.386868
-15.8818597793579,35.1692085266113,10.041766881942745,POINT (35.1692085266113 -15.8818597793579),275.5919230769231,0.50257736,196.5,48.701862
-15.8737602233887,35.4349517822266,20.114649057388306,POINT (35.4349517822266 -15.8737602233887),270.9215384615385,0.37898612,269.5,36.411484
-15.8731098175049,35.5048789978027,9.412200152873993,POINT (35.5048789978027 -15.8731098175049),311.46174548250673,0.39787346,156.5,31.823221
-15.8671903610229,35.8014717102051,27.023651957511902,POINT (35.8014717102051 -15.8671903610229),247.12384615384616,0.3730845,238.0,12.662677
-15.8575096130371,34.9538307189941,8.03966119885445,POINT (34.9538307189941 -15.8575096130371),395.33785822021116,1.1750149,356.0,50.04272
-15.8490800857544,35.3488388061523,19.846685886383057,POINT (35.3488388061523 -15.8490800857544),201.2226923076923,0.4101045,347.75,41.749672
-15.8480796813965,35.0459594726563,2.6874543428421065,POINT (35.0459594726563 -15.8480796813965),1342.7184615384615,4.563559,755.5,50.785625
-15.8451700210571,35.0351982116699,2.7477926202118415,POINT (35.0351982116699 -15.8451700210571),1296.6019230769232,4.336269,755.5,50.810722
-15.8425397872925,35.240909576416,3.6254974603652923,POINT (35.240909576416 -15.8425397872925),243.6946153846154,0.55678743,334.5,46.87441
-15.8416004180908,35.7917098999023,17.07121002674103,POINT (35.7917098999023 -15.8416004180908),170.55461538461537,0.374664,191.0,13.490455
-15.8400201797485,35.7650718688965,21.802026201970875,POINT (35.7650718688965 -15.8400201797485),297.47285067873304,0.4057266,111.75,15.046315
-15.8398103713989,35.010311126709,1.284939169883725,POINT (35.010311126709 -15.8398103713989),1466.4338461538462,4.86321,592.75,50.76966
-15.8392496109009,35.0905799865723,0.133428156375885,POINT (35.0905799865723 -15.8392496109009),1391.3333333333333,4.725587,499.75,50.58756
-15.8378801345825,34.9835815429688,3.618736088275912,POINT (34.9835815429688 -15.8378801345825),1054.0826923076922,3.2876475,592.75,50.55933
-15.8367395401001,35.0361213684082,1.5698164701461812,POINT (35.0361213684082 -15.8367395401001),1602.390980392157,6.264718,755.5,50.8625
-15.8350200653076,35.5541000366211,10.517042875289917,POINT (35.5541000366211 -15.8350200653076),294.50807692307694,0.40079466,205.5,28.91094
-15.8324403762817,35.0957717895508,4.178956031799318,POINT (35.0957717895508 -15.8324403762817),1413.278076923077,4.7848363,499.75,50.571552
-15.8314800262451,35.11669921875,3.293147563934325,POINT (35.11669921875 -15.8314800262451),595.2588235294118,2.3817046,244.0,50.28912
-15.8248796463013,34.4091491699219,16.134302318096157,POINT (34.4091491699219 -15.8248796463013),122.35384615384615,0.49063608,55.25,21.047884
-15.8237104415894,35.079460144043,2.383530378341675,POINT (35.079460144043 -15.8237104415894),1842.9924585218703,8.519184,499.75,50.766388
-15.8137798309326,35.0007514953613,2.6773900203406864,POINT (35.0007514953613 -15.8137798309326),2128.7546153846156,9.976181,592.75,50.79444
-15.8111095428467,34.9839210510254,0.0,POINT (34.9839210510254 -15.8111095428467),1303.1342307692307,5.246524,592.75,50.642914
-15.8076095581055,35.0862083435059,3.579022586345675,POINT (35.0862083435059 -15.8076095581055),1248.4284615384615,6.776307,844.0,50.754726
-15.8055400848389,35.1751518249512,0.5190199017524719,POINT (35.1751518249512 -15.8055400848389),326.73423076923075,0.9694595,345.0,49.196735
-15.8042497634888,34.9553718566895,5.925084412097931,POINT (34.9553718566895 -15.8042497634888),371.34012066365005,1.4309528,504.0,50.2451
-15.8019895553589,35.265380859375,2.6589410305023207,POINT (35.265380859375 -15.8019895553589),241.69846153846154,0.43023393,316.5,46.116703
-15.7966203689575,34.5418815612793,10.66684618592262,POINT (34.5418815612793 -15.7966203689575),113.23384615384616,0.47749126,87.0,30.442083
-15.7893896102905,35.3337707519531,14.639118939638145,POINT (35.3337707519531 -15.7893896102905),243.7376923076923,0.39969507,295.0,42.930206
-15.7885503768921,35.608829498291,18.68392044305801,POINT (35.608829498291 -15.7885503768921),339.11384615384617,0.37774953,302.0,25.51787
-15.783860206604,35.0625495910645,3.8539046119241154,POINT (35.0625495910645 -15.783860206604),1362.6473076923078,7.7283235,844.0,50.889313
-15.7834596633911,35.2228698730469,9.54356911977132,POINT (35.2228698730469 -15.7834596633911),254.54298642533936,0.48870918,301.0,47.764236
-15.7771997451782,35.0290908813477,0.0,POINT (35.0290908813477 -15.7771997451782),1970.7246153846154,11.671594,1299.0,50.88878
-15.7768201828003,35.1487503051758,19.992435008287426,POINT (35.1487503051758 -15.7768201828003),327.7497116493656,0.7253246,345.0,49.79832
-15.7757701873779,35.1521110534668,2.3930505514144893,POINT (35.1521110534668 -15.7757701873779),310.895,0.6922661,345.0,49.740883
-15.7735300064087,34.4424896240234,12.026883006095888,POINT (34.4424896240234 -15.7735300064087),131.84307692307692,0.7182646,143.0,23.157602
-15.7734498977661,34.5073890686035,15.076205730438238,POINT (34.5073890686035 -15.7734498977661),118.63346153846153,0.5718323,115.0,27.770975
-15.7710800170898,35.065788269043,2.4974489212036124,POINT (35.065788269043 -15.7710800170898),1106.4742307692309,4.4450035,579.0,50.826973
-15.7701597213745,35.0045700073242,2.2522125244140643,POINT (35.0045700073242 -15.7701597213745),2043.2926923076923,12.502456,622.0,50.72617
-15.7687702178955,35.0481986999512,0.0,POINT (35.0481986999512 -15.7687702178955),1314.5173453996983,6.79364,833.0,50.86133
-15.7679395675659,35.2495384216309,15.459814548492437,POINT (35.2495384216309 -15.7679395675659),266.75115384615384,0.4824855,284.75,46.796177
-15.7625102996826,35.7987785339355,22.897584319114692,POINT (35.7987785339355 -15.7625102996826),200.86196078431374,0.3924451,72.0,13.903559
-15.7623100280762,35.011848449707,0.3103904128074644,POINT (35.011848449707 -15.7623100280762),2211.3748114630466,10.827335,622.0,50.724503
-15.7614498138428,34.4197387695313,9.888648152351381,POINT (34.4197387695313 -15.7614498138428),133.86425339366517,0.9971147,114.0,21.498083
-15.7596597671509,35.2966995239258,24.143120333552364,POINT (35.2966995239258 -15.7596597671509),226.3186274509804,0.4103261,285.0,44.747547
-15.7552995681763,35.6058807373047,11.9230420589447,POINT (35.6058807373047 -15.7552995681763),293.56307692307695,0.40977794,326.0,25.8515
-15.7532300949097,34.9717712402344,0.0,POINT (34.9717712402344 -15.7532300949097),620.2650829562594,3.2863183,411.0,50.241386
-15.7514801025391,35.682071685791,17.45066326856613,POINT (35.682071685791 -15.7514801025391),279.7,0.43021536,260.25,20.825722
-15.7461500167847,35.6137199401855,11.850540451705461,POINT (35.6137199401855 -15.7461500167847),294.37038461538464,0.40286034,343.5,25.329597
-15.7428598403931,35.060001373291,1.794713735580444,POINT (35.060001373291 -15.7428598403931),1354.9976923076922,3.7450755,833.0,50.65044
-15.7410297393799,35.1948089599609,14.575771778821942,POINT (35.1948089599609 -15.7410297393799),264.1857692307692,0.57205653,284.5,48.50792
-15.7405595779419,34.3990287780762,10.908534049987795,POINT (34.3990287780762 -15.7405595779419),194.9176923076923,0.7424526,114.0,19.767178
-15.7386798858643,35.7275390625,6.3981012701988185,POINT (35.7275390625 -15.7386798858643),182.43615384615384,0.40294778,124.5,18.102179
-15.7367000579834,35.0765686035156,1.6997728347778311,POINT (35.0765686035156 -15.7367000579834),1276.5460030165912,3.4367719,579.0,50.511208
-15.7359304428101,35.5938186645508,22.18917172402144,POINT (35.5938186645508 -15.7359304428101),271.5626923076923,0.39119822,326.0,26.722984
-15.7353801727295,35.0101089477539,0.8617104589939113,POINT (35.0101089477539 -15.7353801727295),1736.7515384615385,6.5075502,622.0,50.462906
-15.7327499389648,34.6806716918945,16.885054379701614,POINT (34.6806716918945 -15.7327499389648),11.538846153846153,0.5079108,76.75,38.887047
-15.7306299209595,34.9882011413574,5.821255803108219,POINT (34.9882011413574 -15.7306299209595),896.0546153846154,2.8884456,622.0,50.215275
-15.7268295288086,35.0182991027832,0.0,POINT (35.0182991027832 -15.7268295288086),1733.1803846153846,6.0367193,342.5,50.414944
-15.7246599197388,35.0708198547363,7.409367181360725,POINT (35.0708198547363 -15.7246599197388),1171.0414781297134,2.8871524,314.0,50.4018
-15.7223796844482,35.1396408081055,7.037131011486051,POINT (35.1396408081055 -15.7223796844482),315.0219230769231,0.8075842,261.0,49.613808
-15.7209997177124,35.5293807983398,13.20420891046525,POINT (35.5293807983398 -15.7209997177124),227.62481146304677,0.3800993,370.0,31.030317
-15.7171602249146,35.5042686462402,7.472334623336792,POINT (35.5042686462402 -15.7171602249146),139.98461538461538,0.3677058,325.5,32.654705
-15.7163801193237,34.8666915893555,13.987513780593876,POINT (34.8666915893555 -15.7163801193237),94.24660633484163,0.8511016,248.0,47.26253
-15.7023096084595,35.7064514160156,10.919925168156624,POINT (35.7064514160156 -15.7023096084595),312.4676923076923,0.4672742,305.0,19.57748
-15.7012796401978,35.3775901794434,23.497085690498356,POINT (35.3775901794434 -15.7012796401978),170.54901960784315,0.3887145,183.0,40.309887
-15.6982402801514,35.299430847168,1.3548437356948875,POINT (35.299430847168 -15.6982402801514),257.61123680241326,0.42753598,238.0,44.220028
-15.6957302093506,34.513801574707,12.826252937316887,POINT (34.513801574707 -15.6957302093506),139.60923076923078,0.40963376,130.5,27.331266
-15.6884098052979,34.5192794799805,20.24697397649289,POINT (34.5192794799805 -15.6884098052979),127.1,0.43187347,195.25,27.604145
-15.6879301071167,35.7680511474609,14.276191830635074,POINT (35.7680511474609 -15.6879301071167),147.68153846153845,0.36111367,152.5,16.028305
-15.685170173645,34.4705200195313,18.937240473429355,POINT (34.4705200195313 -15.685170173645),59.307307692307695,0.43167213,92.0,24.177507
-15.6850500106812,34.932788848877,10.88190174102783,POINT (34.932788848877 -15.6850500106812),233.91384615384615,0.65100276,191.5,48.54188
-15.6806297302246,34.4072494506836,21.08770895004274,POINT (34.4072494506836 -15.6806297302246),110.70211161387633,1.0724713,114.5,19.594906
-15.6804399490356,35.0921516418457,10.99690568447113,POINT (35.0921516418457 -15.6804399490356),227.3926923076923,0.6113937,265.75,49.586933
-15.6694297790527,34.823070526123,5.188551545143126,POINT (34.823070526123 -15.6694297790527),63.61923076923077,0.43436474,117.75,44.826523
-15.6660099029541,34.4734382629395,9.461477398872379,POINT (34.4734382629395 -15.6660099029541),44.72247360482655,0.44876808,92.0,24.043327
-15.6624097824097,34.9623413085938,11.219527542591099,POINT (34.9623413085938 -15.6624097824097),239.0837104072398,0.8831136,220.0,48.641766
-15.6445798873901,35.1619682312012,3.1216740310192086,POINT (35.1619682312012 -15.6445798873901),289.3784615384615,0.6598403,177.25,47.862206
-15.6411199569702,35.7080192565918,10.689679026603697,POINT (35.7080192565918 -15.6411199569702),217.79038461538462,0.35562342,49.0,19.491554
-15.6405296325684,35.179931640625,7.156960517168043,POINT (35.179931640625 -15.6405296325684),225.855580693816,0.6233146,90.0,47.382885
-15.6357898712158,34.5645294189453,20.479652047157288,POINT (34.5645294189453 -15.6357898712158),56.10180995475113,0.465176,333.5,29.6734
-15.63440990448,34.975170135498,9.838135480880743,POINT (34.975170135498 -15.63440990448),184.27692307692308,0.59521693,122.0,48.152866
-15.6228199005127,35.0175399780273,0.7376665174961088,POINT (35.0175399780273 -15.6228199005127),317.14346153846157,0.86161035,193.0,48.275204
-15.6169395446777,35.6684417724609,8.25788706541061,POINT (35.6684417724609 -15.6169395446777),181.09576923076924,0.36463892,118.5,21.80696
-15.615650177002,35.1616401672363,2.360508114099503,POINT (35.1616401672363 -15.615650177002),275.17269984917044,0.5081337,90.0,47.198494
-15.6145095825195,35.1133499145508,5.170536935329439,POINT (35.1133499145508 -15.6145095825195),201.82153846153847,0.42767626,171.0,47.875507
